Time,Fix,Sats,Flags,Baro Pressure,Baro altitude,GPS altitude,Speed (MPH),Heading,Horiz accuracy,Vertical accuracy,pDOP,Latitude,Longitude,Int Temp F,battery V
12:44:52,3,9,1,850.7,4757,5237,0,293,9,12,1.53,39.608346,-104.041594,48.6,7.6
12:44:53,3,8,1,850.7,4757,5236,0,293,9,12,1.67,39.608346,-104.041594,48.7,7.6
12:44:54,3,9,1,850.7,4756,5235,0,293,9,12,1.53,39.608342,-104.041594,48.7,7.4
12:44:55,3,9,1,850.7,4757,5235,0,293,9,12,1.53,39.608346,-104.041594,48.8,7.4
12:44:56,3,9,1,850.7,4756,5235,0,293,9,12,1.53,39.608346,-104.041594,48.8,7.4
12:44:57,3,9,1,850.7,4757,5234,0,293,9,12,1.53,39.608346,-104.041594,48.9,7.4
12:44:58,3,8,1,850.7,4757,5233,0,293,9,13,1.67,39.608346,-104.041594,48.9,7.4
12:44:59,3,9,1,850.7,4757,5232,0,293,9,13,1.53,39.608346,-104.041594,49.0,7.4
12:45:00,3,9,1,850.7,4758,5231,0,293,9,13,1.53,39.608346,-104.041594,49.0,7.4
12:45:01,3,9,1,850.7,4757,5231,0,293,9,13,1.53,39.608346,-104.041594,49.1,7.4
12:45:02,3,9,1,850.7,4757,5230,0,293,9,13,1.53,39.608346,-104.041594,49.1,7.4
12:45:03,3,9,1,850.7,4757,5230,0,293,9,13,1.53,39.608346,-104.041594,49.2,7.4
12:45:04,3,9,1,850.7,4757,5231,0,293,9,13,1.53,39.608346,-104.041594,49.2,7.4
12:45:05,3,8,1,850.7,4757,5230,0,293,9,13,1.67,39.608346,-104.041594,49.3,7.4
12:45:06,3,9,1,850.7,4758,5230,0,293,9,13,1.52,39.608346,-104.041594,49.3,7.4
12:45:07,3,9,1,850.7,4757,5231,0,293,9,13,1.52,39.608346,-104.041594,49.4,7.4
12:45:08,3,9,1,850.7,4757,5231,0,293,9,12,1.52,39.608342,-104.041594,49.4,7.4
12:45:09,3,9,1,850.8,4756,5231,0,293,9,13,1.52,39.608342,-104.041594,49.5,7.4
12:45:10,3,9,1,850.8,4755,5230,0,293,9,13,1.52,39.608342,-104.041594,49.5,7.4
12:45:11,3,8,1,850.8,4756,5230,0,293,9,13,1.67,39.608342,-104.041594,49.5,7.4
12:45:12,3,9,1,850.7,4757,5231,0,293,9,13,1.52,39.608342,-104.041594,49.6,7.4
12:45:13,3,9,1,850.7,4757,5230,0,293,9,12,1.52,39.608342,-104.041594,49.6,7.4
12:45:14,3,9,1,850.8,4755,5230,0,293,9,12,1.52,39.608342,-104.041594,49.7,7.4
12:45:15,3,9,1,850.8,4754,5230,0,293,8,12,1.52,39.608342,-104.041594,49.7,7.4
12:45:16,3,9,1,850.7,4757,5231,0,293,8,12,1.52,39.608346,-104.041594,49.7,7.6
